work_id,title,description,genre_1,genre_2,genre_3,author,year,url
846,Flirt,,Drama,,,,1995,
848,"Spitfire Grill, The",,Drama,,,,1996,
849,Escape from L.A.,,Action,Adventure,Sci-Fi|Thriller,,1996,
850,Cyclo (Xich lo),,Crime,Drama,,,1995,
851,Basquiat,,Drama,,,,1996,
852,Tin Cup,,Comedy,Drama,Romance,,1996,
854,"Ballad of Narayama, The (Narayama Bushiko)",,Drama,,,,1958,
858,"Godfather, The",,Crime,Drama,,,1972,
861,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha),,Action,Comedy,Crime|Thriller,,1992,
862,Manny & Lo,,Drama,,,,1996,
865,Small Faces,,Drama,,,,1996,
866,Bound,,Crime,Drama,Romance|Thriller,,1996,
867,Carpool,,Comedy,Crime,,,1996,
868,Death in Brunswick,,Comedy,,,,1991,
869,Kansas City,,Crime,Drama,Musical|Thriller,,1996,
870,Gone Fishin',,Comedy,,,,1997,
875,Nothing to Lose,,Action,Crime,Drama,,1994,
876,Supercop 2 (Project S) (Chao ji ji hua),,Action,Comedy,Crime|Thriller,,1993,
879,"Relic, The",,Horror,Thriller,,,1997,
880,"Island of Dr. Moreau, The",,Sci-Fi,Thriller,,,1996,
881,First Kid,,Children,Comedy,,,1996,
882,"Trigger Effect, The",,Drama,Thriller,,,1996,
885,Bogus,,Children,Drama,Fantasy,,1996,
886,Bulletproof,,Action,Comedy,Crime,,1996,
888,Land Before Time III: The Time of the Great Giving,,Adventure,Animation,Children|Musical,,1995,
890,Baton Rouge (Bâton rouge),,Thriller,,,,1988,
891,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers),,Horror,Thriller,,,1995,
892,Twelfth Night,,Comedy,Drama,Romance,,1996,
893,Mother Night,,Drama,,,,1996,
896,Wild Reeds (Les roseaux sauvages),,Drama,,,,1994,
897,For Whom the Bell Tolls,,Adventure,Drama,Romance|War,,1943,
898,"Philadelphia Story, The",,Comedy,Drama,Romance,,1940,
899,Singin' in the Rain,A silent film production company and cast make a difficult transition to sound.,Comedy,Musical,Romance,Stanley Donen,1952,"https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY98_CR0,0,67,98_AL_.jpg"
900,"American in Paris, An",,Musical,Romance,,,1951,
901,Funny Face,,Comedy,Musical,,,1957,
902,Breakfast at Tiffany's,"A young New York socialite becomes interested in a young man who has moved into her apartment building, but her past threatens to get in the way.",Drama,Romance,,Blake Edwards,1961,"https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
903,Vertigo,A former police detective juggles wrestling with his personal demons and becoming obsessed with a hauntingly beautiful woman.,Drama,Mystery,Romance|Thriller,Alfred Hitchcock,1958,"https://m.media-amazon.com/images/M/MV5BYTE4ODEwZDUtNDFjOC00NjAxLWEzYTQtYTI1NGVmZmFlNjdiL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
904,Rear Window,A wheelchair-bound photographer spies on his neighbors from his apartment window and becomes convinced one of them has committed murder.,Mystery,Thriller,,Alfred Hitchcock,1954,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
905,It Happened One Night,"A renegade reporter and a crazy young heiress meet on a bus heading for New York, and end up stuck with each other when the bus leaves them behind at one of the stops.",Comedy,Romance,,Frank Capra,1934,"https://m.media-amazon.com/images/M/MV5BYzJmMWE5NjAtNWMyZS00NmFiLWIwMDgtZDE2NzczYWFhNzIzXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
906,Gaslight,,Drama,Thriller,,,1944,
907,"Gay Divorcee, The",,Comedy,Musical,Romance,,1934,
908,North by Northwest,A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies.,Action,Adventure,Mystery|Romance|Thriller,Alfred Hitchcock,1959,"https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
909,"Apartment, The",,Comedy,Drama,Romance,,1960,
910,Some Like It Hot,"After two male musicians witness a mob hit, they flee the state in an all-female band disguised as women, but further complications set in.",Comedy,Crime,,Billy Wilder,1959,"https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
911,Charade,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?,Comedy,Crime,Mystery|Romance|Thriller,Stanley Donen,1963,"https://m.media-amazon.com/images/M/MV5BMTA0Y2UyMDUtZGZiOS00ZmVkLTg3NmItODQyNTY1ZjU1MWE4L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
912,Casablanca,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,Drama,Romance,,Michael Curtiz,1942,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UX67_CR0,0,67,98_AL_.jpg"
913,"Maltese Falcon, The",,Film-Noir,Mystery,,,1941,
914,My Fair Lady,Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,Comedy,Drama,Musical|Romance,George Cukor,1964,"https://m.media-amazon.com/images/M/MV5BNGM0ZTU3NmItZmRmMy00YWNjLWEzMWItYzg3MzcwZmM5NjdiXkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_UY98_CR2,0,67,98_AL_.jpg"
915,Sabrina,"A playboy becomes interested in the daughter of his family's chauffeur, but it's his more serious brother who would be the better man for her.",Comedy,Romance,,Billy Wilder,1954,"https://m.media-amazon.com/images/M/MV5BYmFlNTA1NWItODQxNC00YjFmLWE3ZWYtMzg3YTkwYmMxMjY2XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
916,Roman Holiday,A bored and sheltered princess escapes her guardians and falls in love with an American newsman in Rome.,Comedy,Drama,Romance,William Wyler,1953,"https://m.media-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
917,"Little Princess, The",,Children,Drama,,,1939,
918,Meet Me in St. Louis,,Musical,,,,1944,
919,"Wizard of Oz, The",,Adventure,Children,Fantasy|Musical,,1939,
920,Gone with the Wind,A manipulative woman and a roguish man conduct a turbulent romance during the American Civil War and Reconstruction periods.,Drama,Romance,War,Victor Fleming,1939,"https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
921,My Favorite Year,,Comedy,,,,1982,
922,Sunset Blvd. (a.k.a. Sunset Boulevard),,Drama,Film-Noir,Romance,,1950,
923,Citizen Kane,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance; 'Rosebud'.",Drama,Mystery,,Orson Welles,1941,"https://m.media-amazon.com/images/M/MV5BYjBiOTYxZWItMzdiZi00NjlkLWIzZTYtYmFhZjhiMTljOTdkXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
924,2001: A Space Odyssey,"After discovering a mysterious artifact buried beneath the Lunar surface, mankind sets off on a quest to find its origins with help from intelligent supercomputer H.A.L. 9000.",Adventure,Drama,Sci-Fi,Stanley Kubrick,1968,"https://m.media-amazon.com/images/M/MV5BMmNlYzRiNDctZWNhMi00MzI4LThkZTctMTUzMmZkMmFmNThmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
926,All About Eve,A seemingly timid but secretly ruthless ingénue insinuates herself into the lives of an aging Broadway star and her circle of theater friends.,Drama,,,Joseph L. Mankiewicz,1950,"https://m.media-amazon.com/images/M/MV5BMTY2MTAzODI5NV5BMl5BanBnXkFtZTgwMjM4NzQ0MjE@._V1_UX67_CR0,0,67,98_AL_.jpg"
927,"Women, The",,Comedy,,,,1939,
928,Rebecca,A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.,Drama,Mystery,Romance|Thriller,Alfred Hitchcock,1940,"https://m.media-amazon.com/images/M/MV5BYTcxYWExOTMtMWFmYy00ZjgzLWI0YjktNWEzYzJkZTg0NDdmL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY98_CR0,0,67,98_AL_.jpg"
929,Foreign Correspondent,,Drama,Film-Noir,Mystery|Thriller,,1940,
930,Notorious,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,Film-Noir,Romance,Thriller,Alfred Hitchcock,1946,"https://m.media-amazon.com/images/M/MV5BYTc1NGViOTMtNjZhNS00OGY2LWI4MmItOWQwNTY4MDMzNWI3L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
931,Spellbound,,Mystery,Romance,Thriller,,1945,
932,"Affair to Remember, An",,Drama,Romance,,,1957,
933,To Catch a Thief,,Crime,Mystery,Romance|Thriller,,1955,
934,Father of the Bride,,Comedy,,,,1950,
935,"Band Wagon, The",,Comedy,Musical,,,1953,
936,Ninotchka,,Comedy,Romance,,,1939,
937,Love in the Afternoon,,Comedy,Romance,,,1957,
938,Gigi,,Musical,,,,1958,
939,"Reluctant Debutante, The",,Comedy,Drama,,,1958,
940,"Adventures of Robin Hood, The",,Action,Adventure,Romance,,1938,
941,"Mark of Zorro, The",,Adventure,,,,1940,
942,Laura,A police detective falls in love with the woman whose murder he is investigating.,Crime,Film-Noir,Mystery,Otto Preminger,1944,"https://m.media-amazon.com/images/M/MV5BYjkxOGM5OTktNTRmZi00MjhlLWE2MDktNzY3NjY3NmRjNDUyXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg"
943,"Ghost and Mrs. Muir, The",,Drama,Fantasy,Romance,,1947,
944,Lost Horizon,,Drama,,,,1937,
945,Top Hat,,Comedy,Musical,Romance,,1935,
946,To Be or Not to Be,"During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",Comedy,Drama,War,Ernst Lubitsch,1942,"https://m.media-amazon.com/images/M/MV5BYTIwNDcyMjktMTczMy00NDM5LTlhNDEtMmE3NGVjOTM2YjQ3XkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
947,My Man Godfrey,,Comedy,Romance,,,1936,
948,Giant,Sprawling epic covering the life of a Texas cattle rancher and his family and associates.,Drama,Romance,Western,George Stevens,1956,"https://m.media-amazon.com/images/M/MV5BODk3YjdjZTItOGVhYi00Mjc2LTgzMDAtMThmYTVkNTBlMWVkXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg"
949,East of Eden,"Two brothers struggle to maintain their strict, Bible-toting father's favor.",Drama,,,Elia Kazan,1955,"https://m.media-amazon.com/images/M/MV5BMzE1MzdjNmUtOWU5MS00OTgwLWIzYjYtYTYwYTM0NDkyOTU1XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX67_CR0,0,67,98_AL_.jpg"
950,"Thin Man, The",,Comedy,Crime,,,1934,
951,His Girl Friday,A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.,Comedy,Romance,,Howard Hawks,1940,"https://m.media-amazon.com/images/M/MV5BZDVmZTZkYjMtNmViZC00ODEzLTgwNDAtNmQ3OGQwOWY5YjFmXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX67_CR0,0,67,98_AL_.jpg"
952,Around the World in 80 Days,,Adventure,Comedy,,,1956,
953,It's a Wonderful Life,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,Drama,Fantasy,Romance,Frank Capra,1946,"https://m.media-amazon.com/images/M/MV5BZjc4NDZhZWMtNGEzYS00ZWU2LThlM2ItNTA0YzQ0OTExMTE2XkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_UY98_CR0,0,67,98_AL_.jpg"
954,Mr. Smith Goes to Washington,"A naive man is appointed to fill a vacancy in the United States Senate. His plans promptly collide with political corruption, but he doesn't back down.",Drama,,,Frank Capra,1939,"https://m.media-amazon.com/images/M/MV5BZTYwYjYxYzgtMDE1Ni00NzU4LWJlMTEtODQ5YmJmMGJhZjI5L2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
955,Bringing Up Baby,"While trying to secure a $1 million donation for his museum, a befuddled paleontologist is pursued by a flighty and often irritating heiress and her pet leopard, Baby.",Comedy,Romance,,Howard Hawks,1938,"https://m.media-amazon.com/images/M/MV5BMmVkOTRiYmItZjE4NS00MWNjLWE0ZmMtYzg5YzFjMjMyY2RkXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
956,Penny Serenade,,Drama,Romance,,,1941,
957,"Scarlet Letter, The",,Drama,,,,1926,
958,Lady of Burlesque,,Comedy,Mystery,,,1943,
959,Of Human Bondage,,Drama,,,,1934,
960,Angel on My Shoulder,,Crime,Drama,,,1946,
961,Little Lord Fauntleroy,,Drama,,,,1936,
963,"Inspector General, The",,Musical,,,,1949,
964,Angel and the Badman,,Romance,Western,,,1947,
965,"39 Steps, The",,Drama,Mystery,Thriller,,1935,
966,"Walk in the Sun, A",,War,,,,1945,
967,"Outlaw, The",,Western,,,,1943,
968,Night of the Living Dead,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the East Coast of the United States.,Horror,Sci-Fi,Thriller,George A. Romero,1968,"https://m.media-amazon.com/images/M/MV5BMzRmN2E1ZDUtZDc2ZC00ZmI3LTkwOTctNzE2ZDIzMGJiMTYzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
969,"African Queen, The",,Adventure,Comedy,Romance|War,,1951,
970,Beat the Devil,,Adventure,Comedy,Crime|Drama|Romance,,1953,
971,Cat on a Hot Tin Roof,Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.,Drama,,,Richard Brooks,1958,"https://m.media-amazon.com/images/M/MV5BMzFhNTMwNDMtZjY3Yy00NzY3LWI1ZWQtZTQxMWJmODVhZWFkXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_UX67_CR0,0,67,98_AL_.jpg"
972,"Last Time I Saw Paris, The",,Drama,,,,1954,
973,Meet John Doe,,Comedy,Drama,,,1941,
974,Algiers,,Drama,Romance,,,1938,
976,"Farewell to Arms, A",,Romance,War,,,1932,
979,Nothing Personal,,Drama,War,,,1995,
980,"Yes, Madam (a.k.a. Police Assassins) (a.k.a. In the Line of Duty 2) (Huang gu shi jie)",,Action,,,,1985,
981,Dangerous Ground,,Drama,,,,1997,
982,Picnic,,Drama,,,,1955,
986,Fly Away Home,,Adventure,Children,,,1996,
987,Bliss,,Drama,Romance,,,1997,
988,Grace of My Heart,,Comedy,Drama,,,1996,
990,Maximum Risk,,Action,Adventure,Thriller,,1996,
991,Michael Collins,,Drama,,,,1996,
993,Infinity,,Drama,,,,1996,
994,Big Night,,Comedy,Drama,,,1996,
996,Last Man Standing,,Action,Crime,Drama|Thriller,,1996,
997,Caught,,Drama,Thriller,,,1996,
998,Set It Off,,Action,Crime,,,1996,
999,2 Days in the Valley,,Crime,Film-Noir,,,1996,
1000,Curdled,,Crime,,,,1996,
1003,Extreme Measures,,Drama,Thriller,,,1996,
1004,"Glimmer Man, The",,Action,Thriller,,,1996,
1005,D3: The Mighty Ducks,,Children,Comedy,,,1996,
1006,"Chamber, The",,Drama,,,,1996,
1007,"Apple Dumpling Gang, The",,Children,Comedy,Western,,1975,
1008,"Davy Crockett, King of the Wild Frontier",,Adventure,Western,,,1955,
1009,Escape to Witch Mountain,,Adventure,Children,Fantasy,,1975,
1010,"Love Bug, The",,Children,Comedy,,,1969,
1011,Herbie Rides Again,,Adventure,Children,Comedy,,1974,
1012,Old Yeller,,Children,Drama,,,1957,
1013,"Parent Trap, The",,Children,Comedy,Romance,,1961,
1014,Pollyanna,,Children,Comedy,Drama,,1960,
1015,Homeward Bound: The Incredible Journey,,Adventure,Children,Drama,,1993,
1016,"Shaggy Dog, The",,Children,Comedy,,,1959,
1017,Swiss Family Robinson,,Adventure,Children,,,1960,
1018,That Darn Cat!,,Children,Comedy,Mystery,,1965,
1019,"20,000 Leagues Under the Sea",,Adventure,Drama,Sci-Fi,,1954,
1020,Cool Runnings,,Comedy,,,,1993,
1021,Angels in the Outfield,,Children,Comedy,,,1994,
1022,Cinderella,,Animation,Children,Fantasy|Musical|Romance,,1950,
1023,Winnie the Pooh and the Blustery Day,,Animation,Children,Musical,,1968,
1024,"Three Caballeros, The",,Animation,Children,Musical,,1945,
1025,"Sword in the Stone, The",,Animation,Children,Fantasy|Musical,,1963,
1027,Robin Hood: Prince of Thieves,,Adventure,Drama,,,1991,
1028,Mary Poppins,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father.",Children,Comedy,Fantasy|Musical,Robert Stevenson,1964,"https://m.media-amazon.com/images/M/MV5BNmJkODczNjItNDI5Yy00MGI1LTkyOWItZDNmNjM4ZGI1ZDVlL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX67_CR0,0,67,98_AL_.jpg"
1029,Dumbo,,Animation,Children,Drama|Musical,,1941,
1030,Pete's Dragon,,Adventure,Animation,Children|Musical,,1977,
1031,Bedknobs and Broomsticks,,Adventure,Children,Musical,,1971,
1032,Alice in Wonderland,,Adventure,Animation,Children|Fantasy|Musical,,1951,
1033,"Fox and the Hound, The",,Animation,Children,Drama,,1981,
1034,Freeway,,Comedy,Crime,Drama|Thriller,,1996,
1035,"Sound of Music, The",,Musical,Romance,,,1965,
1036,Die Hard,An NYPD officer tries to save his wife and several others taken hostage by German terrorists during a Christmas party at the Nakatomi Plaza in Los Angeles.,Action,Crime,Thriller,John McTiernan,1988,"https://m.media-amazon.com/images/M/MV5BZjRlNDUxZjAtOGQ4OC00OTNlLTgxNmQtYTBmMDgwZmNmNjkxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UX67_CR0,0,67,98_AL_.jpg"
1037,"Lawnmower Man, The",,Action,Horror,Sci-Fi|Thriller,,1992,
1038,Unhook the Stars,,Drama,,,,1996,
1040,"Secret Agent, The",,Drama,,,,1996,
1041,Secrets & Lies,"Following the death of her adoptive parents, a successful young black optometrist establishes contact with her biological mother -- a lonely white factory worker living in poverty in East London.",Drama,,,Mike Leigh,1996,"https://m.media-amazon.com/images/M/MV5BY2QzMTIxNjItNGQyNy00MjQzLWJiYTItMzIyZjdkYjYyYjRlXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_UX67_CR0,0,67,98_AL_.jpg"
1042,That Thing You Do!,,Comedy,Drama,,,1996,
1043,To Gillian on Her 37th Birthday,,Drama,Romance,,,1996,
1044,Surviving Picasso,,Drama,,,,1996,
1046,Beautiful Thing,,Drama,Romance,,,1996,
1047,"Long Kiss Goodnight, The",,Action,Drama,Thriller,,1996,
1049,"Ghost and the Darkness, The",,Action,Adventure,,,1996,
1050,Looking for Richard,,Documentary,Drama,,,1996,
1051,Trees Lounge,,Drama,,,,1996,
1053,Normal Life,,Crime,Drama,Romance,,1996,
1054,Get on the Bus,,Drama,,,,1996,
1056,Jude,,Drama,,,,1996,
1057,Everyone Says I Love You,,Comedy,Musical,Romance,,1996,
1058,Bitter Sugar (Azúcar amarga),,Drama,,,,1996,
1059,William Shakespeare's Romeo + Juliet,,Drama,Romance,,,1996,
1060,Swingers,,Comedy,Drama,,,1996,
1061,Sleepers,"After a prank goes disastrously wrong, a group of boys are sent to a detention center where they are brutalized. Thirteen years later, an unexpected random encounter with a former guard gives them a chance for revenge.",Thriller,,,Barry Levinson,1996,"https://m.media-amazon.com/images/M/MV5BMzk1MmI4NzAtOGRiNS00YjY1LTllNmEtZDhiZDM4MjU2NTMxXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_UY98_CR1,0,67,98_AL_.jpg"
1063,Johns,,Drama,,,,1996,
1064,Aladdin and the King of Thieves,,Animation,Children,Comedy|Fantasy|Musical|Romance,,1996,
1066,Shall We Dance,,Comedy,Musical,Romance,,1937,
1067,"Damsel in Distress, A",,Comedy,Musical,Romance,,1937,
1068,Crossfire,,Crime,Film-Noir,,,1947,
1069,"Murder, My Sweet",,Crime,Film-Noir,Thriller,,1944,
1070,Macao,,Adventure,,,,1952,
1071,For the Moment,,Romance,War,,,1994,
1073,Willy Wonka & the Chocolate Factory,A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.,Children,Comedy,Fantasy|Musical,Mel Stuart,1971,"https://m.media-amazon.com/images/M/MV5BZTllNDU0ZTItYTYxMC00OTI4LThlNDAtZjNiNzdhMWZiYjNmXkEyXkFqcGdeQXVyNzY1NDgwNjQ@._V1_UX67_CR0,0,67,98_AL_.jpg"
1076,"Innocents, The",,Drama,Horror,Thriller,,1961,
1077,Sleeper,,Comedy,Sci-Fi,,,1973,
1078,Bananas,,Comedy,War,,,1971,
1079,"Fish Called Wanda, A",,Comedy,Crime,,,1988,
1080,Monty Python's Life of Brian,,Comedy,,,,1979,
1081,Victor/Victoria,,Comedy,Musical,Romance,,1982,
1082,"Candidate, The",,Drama,,,,1972,
1083,"Great Race, The",,Comedy,Musical,,,1965,
1084,Bonnie and Clyde,"Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",Crime,Drama,,Arthur Penn,1967,"https://m.media-amazon.com/images/M/MV5BOTViZmMwOGEtYzc4Yy00ZGQ1LWFkZDQtMDljNGZlMjAxMjhiXkEyXkFqcGdeQXVyNzM0MTUwNTY@._V1_UX67_CR0,0,67,98_AL_.jpg"
1085,"Old Man and the Sea, The",,Adventure,Drama,,,1958,
1086,Dial M for Murder,A former tennis player tries to arrange his wife's murder after learning of her affair.,Crime,Mystery,Thriller,Alfred Hitchcock,1954,"https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UX67_CR0,0,67,98_AL_.jpg"
1087,Madame Butterfly,,Musical,,,,1995,
1088,Dirty Dancing,,Drama,Musical,Romance,,1987,
1089,Reservoir Dogs,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.",Crime,Mystery,Thriller,Quentin Tarantino,1992,"https://m.media-amazon.com/images/M/MV5BZmExNmEwYWItYmQzOS00YjA5LTk2MjktZjEyZDE1Y2QxNjA1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1090,Platoon,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",Drama,War,,Oliver Stone,1986,"https://m.media-amazon.com/images/M/MV5BMzRjZjdlMjQtODVkYS00N2YzLWJlYWYtMGVlN2E5MWEwMWQzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1091,Weekend at Bernie's,,Comedy,,,,1989,
1092,Basic Instinct,,Crime,Mystery,Thriller,,1992,
1093,"Doors, The",,Drama,,,,1991,
1094,"Crying Game, The",,Drama,Romance,Thriller,,1992,
1095,Glengarry Glen Ross,An examination of the machinations behind the scenes at a real estate office.,Drama,,,James Foley,1992,"https://m.media-amazon.com/images/M/MV5BNTYzN2MxODMtMDBhOC00Y2M0LTgzMTItMzQ4NDIyYWIwMDEzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTc1NTQxODI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1096,Sophie's Choice,,Drama,,,,1982,
1097,E.T. the Extra-Terrestrial,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.,Children,Drama,Sci-Fi,Steven Spielberg,1982,"https://m.media-amazon.com/images/M/MV5BMTQ2ODFlMDAtNzdhOC00ZDYzLWE3YTMtNDU4ZGFmZmJmYTczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg"
1099,"Christmas Carol, A",,Children,Drama,Fantasy,,1938,
1100,Days of Thunder,,Action,Drama,Romance,,1990,
1101,Top Gun,,Action,Romance,,,1986,
1103,Rebel Without a Cause,"A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",Drama,,,Nicholas Ray,1955,"https://m.media-amazon.com/images/M/MV5BMTg2ODcxOTU1OV5BMl5BanBnXkFtZTgwNzA3ODI1MDE@._V1_UX67_CR0,0,67,98_AL_.jpg"
1104,"Streetcar Named Desire, A",,Drama,,,,1951,
1105,Children of the Corn IV: The Gathering,,Horror,,,,1996,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),,Documentary,,,,1996,
1112,Palookaville,,Action,Comedy,Drama,,1996,
1113,"Associate, The",,Comedy,,,,1996,
1114,"Funeral, The",,Crime,Drama,,,1996,
1116,"Single Girl, A (Fille seule, La)",,Drama,,,,1995,
1117,"Eighth Day, The (Huitième jour, Le)",,Drama,,,,1996,
1119,Drunks,,Drama,,,,1995,
1120,"People vs. Larry Flynt, The",,Comedy,Drama,,,1996,
1121,Glory Daze,,Drama,,,,1995,
1123,"Perfect Candidate, A",,Documentary,,,,1996,
1124,On Golden Pond,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Drama,,,Mark Rydell,1981,"https://m.media-amazon.com/images/M/MV5BNWQ4MGZlZmYtZjY0MS00N2JhLWE0NmMtOTMwMTk4NDQ4NjE2XkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_UX67_CR0,0,67,98_AL_.jpg"
1125,"Return of the Pink Panther, The",,Comedy,Crime,,,1975,
1126,Drop Dead Fred,,Comedy,Fantasy,,,1991,
1127,"Abyss, The",,Action,Adventure,Sci-Fi|Thriller,,1989,
1128,"Fog, The",,Horror,,,,1980,
1129,Escape from New York,,Action,Adventure,Sci-Fi|Thriller,,1981,
1130,"Howling, The",,Horror,Mystery,,,1980,
